LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 65.0, 12624.0, 338688, 38.0, 64.0, 864, 127.0, 12701.0, 401408, -5461.0, 9184.0, 151708, -111.0, -1.0, 864, 1870.0, 12957.0, 401471,
1, 65.0, 61355.0, 3484800, 1.0, 49224.0, 288, 127.0, 61386.0, 60500, -5461.0, 61132.0, 1995642, -111.0, -1.0, 288, 56183.0, 61531.0, 60563,
2, 65.0, 12639.0, 401408, 33.0, 64.0, 2048, 127.0, 12733.0, 802816, -5461.0, 12166.0, 401408, -221.0, -1.0, 2048, 1022.0, 13181.0, 802879,
3, 65.0, 29814.0, 1806336, 1.0, 26672.0, 576, 127.0, 29870.0, 28224, -5461.0, 29515.0, 1784896, -111.0, -1.0, 576, 29933.0, 30373.0, 28224,
4, 65.0, 6589.0, 401408, 1.0, 3390.0, 8192, 127.0, 6651.0, 401408, -5461.0, 6329.0, 401408, -884.0, -1.0, 8192, 1022.0, 6875.0, 401471,
5, 65.0, 55845.0, 3359232, 1.0, 52866.0, 1152, 127.0, 55844.0, 52488, -5461.0, 55123.0, 3359232, -221.0, -1.0, 1152, 55907.0, 56727.0, 52488,
6, 65.0, 13241.0, 802816, 1.0, 10042.0, 16384, 127.0, 13303.0, 802816, -5461.0, 12752.0, 802816, -1658.0, -1.0, 16384, 1022.0, 13751.0, 802879,
7, 65.0, 17440.0, 903168, 1.0, 16622.0, 1152, 127.0, 17468.0, 14112, -5461.0, 16332.0, 881792, -221.0, -1.0, 1152, 17531.0, 17751.0, 14112,
8, 65.0, 7729.0, 401408, 1.0, 6882.0, 32768, 127.0, 7791.0, 401408, -5461.0, 7469.0, 401408, -3315.0, -1.0, 32768, 1212.0, 8015.0, 401471,
9, 65.0, 31113.0, 1557504, 1.0, 30374.0, 2304, 127.0, 31112.0, 24336, -5461.0, 30918.0, 1557504, -332.0, -1.0, 2304, 31175.0, 31555.0, 24336,
10, 65.0, 15521.0, 802816, 1.0, 14674.0, 65536, 127.0, 15583.0, 802816, -5461.0, 15032.0, 802816, -5525.0, 12694.0, 65536, 1212.0, 16031.0, 802879,
11, 65.0, 13818.0, 451584, 1.0, 13574.0, 2304, 127.0, 13832.0, 7056, -5461.0, 12251.0, 430336, -332.0, -1.0, 2304, 13895.0, 14005.0, 7056,
12, 65.0, 12289.0, 401408, 1.0, 12030.0, 131072, 127.0, 12351.0, 401408, -5083.0, -1.0, 50176, -5525.0, 10099.0, 131072, 1782.0, 12575.0, 401471,
13, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -5461.0, 23953.0, 663552, -553.0, -1.0, 4608, 24047.0, 24208.0, 10368,
