LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 13.0, 946321.0, 10672200, 1.0, 934330.0, 9408, 23.0, 946443.0, 10067200, -5513.0, 938890.0, 6928340, -995.0, -1.0, 9408, 4636.0, 946729.0, 10067211,
1, 13.0, 849589.0, 10077696, 1.0, 846662.0, 36864, 23.0, 849591.0, 8957952, -5513.0, 847734.0, 10077696, -3757.0, -1.0, 36864, 4670.0, 854207.0, 8957963,
2, 13.0, 849589.0, 10077696, 1.0, 846662.0, 36864, 23.0, 849591.0, 8957952, -5513.0, 847734.0, 10077696, -3757.0, -1.0, 36864, 4670.0, 854207.0, 8957963,
3, 13.0, 849589.0, 10077696, 1.0, 846662.0, 36864, 23.0, 849591.0, 8957952, -5513.0, 847734.0, 10077696, -3757.0, -1.0, 36864, 4670.0, 854207.0, 8957963,
4, 13.0, 849589.0, 10077696, 1.0, 846662.0, 36864, 23.0, 849591.0, 8957952, -5513.0, 847734.0, 10077696, -3757.0, -1.0, 36864, 4670.0, 854207.0, 8957963,
5, 13.0, 431864.0, 4967424, 1.0, 431098.0, 73728, 23.0, 431899.0, 4816896, -5513.0, 431567.0, 4644383, -5525.0, 313303.0, 73728, 4806.0, 432415.0, 4816907,
6, 13.0, 749749.0, 8566272, 1.0, 749062.0, 147456, 23.0, 749755.0, 8306688, -5513.0, 749534.0, 8566272, -5525.0, 544575.0, 147456, 4840.0, 750783.0, 8306699,
7, 13.0, 57701.0, 592064, 1.0, 56887.0, 8192, 23.0, 57745.0, 645888, -5083.0, -1.0, 50176, -884.0, -1.0, 8192, 4806.0, 60885.0, 645899,
8, 13.0, 749749.0, 8566272, 1.0, 749062.0, 147456, 23.0, 749755.0, 8306688, -5513.0, 749534.0, 8566272, -5525.0, 544575.0, 147456, 4840.0, 750783.0, 8306699,
9, 13.0, 749749.0, 8566272, 1.0, 749062.0, 147456, 23.0, 749755.0, 8306688, -5513.0, 749534.0, 8566272, -5525.0, 544575.0, 147456, 4840.0, 750783.0, 8306699,
10, 13.0, 485734.0, 4967424, 1.0, 485542.0, 294912, 23.0, 485751.0, 4816896, -5513.0, 478967.0, 2477197, -5525.0, 441145.0, 294912, 5418.0, 486271.0, 4816907,
11, 13.0, 751861.0, 7299072, 1.0, 751706.0, 589824, 23.0, 751863.0, 7077888, -5083.0, -1.0, 50176, -5525.0, 682818.0, 589824, 5719.0, 756479.0, 7077899,
12, 13.0, 62647.0, 633600, 1.0, 62431.0, 32768, 23.0, 62669.0, 633600, -2542.0, -1.0, 25088, -3315.0, -1.0, 32768, 5316.0, 64789.0, 633611,
13, 13.0, 751861.0, 7299072, 1.0, 751706.0, 589824, 23.0, 751863.0, 7077888, -5083.0, -1.0, 50176, -5525.0, 682818.0, 589824, 5719.0, 756479.0, 7077899,
14, 13.0, 751861.0, 7299072, 1.0, 751706.0, 589824, 23.0, 751863.0, 7077888, -5083.0, -1.0, 50176, -5525.0, 682818.0, 589824, 5719.0, 756479.0, 7077899,
15, 13.0, 685229.0, 4854528, 1.0, 685177.0, 1179648, 23.0, 685243.0, 4816896, -5083.0, -1.0, 50176, -5525.0, 668735.0, 1179648, 7831.0, 685759.0, 4816907,
16, 13.0, 974197.0, 4953600, 1.0, 974161.0, 2359296, 23.0, 974203.0, 4915200, -2542.0, -1.0, 25088, -5525.0, 950733.0, 2359296, 10892.0, 978303.0, 4915211,
17, 13.0, 92680.0, 704512, 1.0, 92622.0, 131072, 23.0, 92703.0, 720896, -1326.0, -1.0, 12544, -5525.0, 77429.0, 131072, 7079.0, 92878.0, 720907,
18, 13.0, 974197.0, 4953600, 1.0, 974161.0, 2359296, 23.0, 974203.0, 4915200, -2542.0, -1.0, 25088, -5525.0, 950733.0, 2359296, 10892.0, 978303.0, 4915211,
19, 13.0, 974197.0, 4953600, 1.0, 974161.0, 2359296, 23.0, 974203.0, 4915200, -2542.0, -1.0, 25088, -5525.0, 950733.0, 2359296, 10892.0, 978303.0, 4915211,
20, 13.0, 126405.0, 43008, 1.0, 126397.0, 512000, 23.0, 126411.0, 43000, -111.0, -1.0, 512, -5525.0, 121775.0, 512000, 126419.0, 130002.0, 43000,
