LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 299126.0, 1778700, 33.0, 299366.0, 3565632, 63.0, 299381.0, 256, -5525.0, 209832.0, 157036, -995.0, -1.0, 9408, 4329.0, 299449.0, 3872031,
1, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 256, -5525.0, 195456.0, 220022, -3757.0, -1.0, 36864, 4329.0, 262943.0, 3359263,
2, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 256, -5525.0, 195456.0, 220022, -3757.0, -1.0, 36864, 4329.0, 262943.0, 3359263,
3, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 256, -5525.0, 195456.0, 220022, -3757.0, -1.0, 36864, 4329.0, 262943.0, 3359263,
4, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 256, -5525.0, 195456.0, 220022, -3757.0, -1.0, 36864, 4329.0, 262943.0, 3359263,
5, 1.0, 98378.0, 451584, 33.0, 99869.0, 1843200, 63.0, 99883.0, 2048, -5525.0, 77492.0, 207130, -5493.0, 98855.0, 1843200, 3028.0, 101051.0, 1806367,
6, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 512, -5525.0, 85945.0, 107218, -5493.0, 173697.0, 3244032, 3028.0, 176399.0, 3115039,
7, 1.0, 11354.0, 53824, 33.0, 11957.0, 221184, 63.0, 11964.0, 1152, -5083.0, -1.0, 50176, -884.0, -1.0, 8192, 3028.0, 13531.0, 215327,
8, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 512, -5525.0, 85945.0, 107218, -5493.0, 173697.0, 3244032, 3028.0, 176399.0, 3115039,
9, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 512, -5525.0, 85945.0, 107218, -5493.0, 173697.0, 3244032, 3028.0, 176399.0, 3115039,
10, 1.0, 83682.0, 225792, 33.0, 88169.0, 2064384, 63.0, 88171.0, 1024, -5525.0, 39205.0, 106124, -5493.0, 87337.0, 2064384, 2370.0, 89351.0, 1806367,
11, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 4096, -5083.0, -1.0, 50176, -5493.0, 125114.0, 2949120, 2370.0, 127727.0, 2654239,
12, 1.0, 9482.0, 28800, 33.0, 11169.0, 262144, 63.0, 11168.0, 256, -2542.0, -1.0, 25088, -3315.0, -1.0, 32768, 2370.0, 11487.0, 230431,
13, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 4096, -5083.0, -1.0, 50176, -5493.0, 125114.0, 2949120, 2370.0, 127727.0, 2654239,
14, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 4096, -5083.0, -1.0, 50176, -5493.0, 125114.0, 2949120, 2370.0, 127727.0, 2654239,
15, 1.0, 86690.0, 112896, 33.0, 87233.0, 2359296, 63.0, 87248.0, 8704, -5083.0, -1.0, 50176, -5493.0, 85818.0, 2359296, 2088.0, 88415.0, 1806367,
16, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 12800, -2542.0, -1.0, 25088, -5493.0, 85818.0, 2359296, 2662.0, 87839.0, 1843231,
17, 1.0, 9122.0, 16384, 33.0, 9665.0, 262144, 63.0, 9695.0, 16384, -1326.0, -1.0, 12544, -5493.0, 8176.0, 262144, 2088.0, 10975.0, 262175,
18, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 12800, -2542.0, -1.0, 25088, -5493.0, 85818.0, 2359296, 2662.0, 87839.0, 1843231,
19, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 12800, -2542.0, -1.0, 25088, -5493.0, 85818.0, 2359296, 2662.0, 87839.0, 1843231,
20, 1.0, 16442.0, 512, 33.0, 17473.0, 512000, 63.0, 17472.0, 1000, -111.0, -1.0, 512, -5493.0, 16997.0, 512000, 17503.0, 18002.0, 16000,
