LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 38792, 0, 18.610373111724066, 49.87451424870466, 18.609893376382377,
1, 169457, 0, 1.3443675976796474, 1.5560963114754098, 1.3443596643416065,
2, 30967, 0, 20.25381858107017, 100.0, 20.253164556962076,
3, 82847, 0, 1.4262925935761102, 1.5385945638020835, 1.426275377800309,
4, 18619, 0, 33.68601965733928, 100.0, 33.68421052631583,
5, 143017, 0, 1.4770971283134173, 1.5352470930232558, 1.4770868002629036,
6, 24891, 0, 50.395725362580855, 100.0, 50.3937007874015,
7, 39911, 0, 1.4270032071358774, 1.483154296875, 1.426967453397474,
8, 13207, 0, 47.48996744150829, 94.23076923076923, 47.48637189582065,
9, 58733, 0, 1.5323582994228118, 1.5625, 1.5323322096230465,
10, 19863, 0, 63.15259527765192, 94.23076923076923, 63.149416028997216,
11, 19577, 0, 1.3488404760688564, 1.3753255208333335, 1.3487715803452855,
12, 12223, 0, 51.31309825738362, 76.5625, 51.30890052356023,
13, 25851, 0, 1.2088507214421105, 1.220703125, 1.2088039610088193,
14, 20415, 0, 61.445015919666915, 76.5625, 61.4420062695925,
15, 25851, 0, 1.2088507214421105, 1.220703125, 1.2088039610088193,
16, 20415, 0, 61.445015919666915, 76.5625, 61.4420062695925,
17, 25851, 0, 1.2088507214421105, 1.220703125, 1.2088039610088193,
18, 20415, 0, 61.445015919666915, 76.5625, 61.4420062695925,
19, 25851, 0, 1.2088507214421105, 1.220703125, 1.2088039610088193,
20, 20415, 0, 61.445015919666915, 76.5625, 61.4420062695925,
21, 25851, 0, 1.2088507214421105, 1.220703125, 1.2088039610088193,
22, 20415, 0, 61.445015919666915, 76.5625, 61.4420062695925,
23, 12925, 0, 0.8704061895551257, 0.87890625, 0.87033885192635,
24, 10207, 0, 61.44802586460273, 76.5625, 61.44200626959246,
25, 25725, 0, 0.09718172983479106, 0.09765625, 0.09717795226618985,
26, 18399, 0, 68.1776183488233, 76.5625, 68.17391304347828,
