LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 17.0, 123538.0, 1848150, 1.0, 111319.0, 2400, 31.0, 123669.0, 1971360, -5509.0, 115346.0, 988542, -332.0, -1.0, 2400, 3494.0, 125919.0, 1971375,
1, 17.0, 585485.0, 9331200, 1.0, 573806.0, 800, 31.0, 585484.0, 583200, -5509.0, 582403.0, 9331200, -111.0, -1.0, 800, 55511.0, 587389.0, 583215,
2, 17.0, 100705.0, 1605632, 1.0, 88146.0, 2048, 31.0, 100719.0, 1605632, -5509.0, 100487.0, 1605632, -221.0, -1.0, 2048, 3494.0, 100847.0, 1605647,
3, 17.0, 307029.0, 4840000, 1.0, 304045.0, 1600, 31.0, 307084.0, 302500, -5509.0, 303525.0, 4804864, -221.0, -1.0, 1600, 56155.0, 308726.0, 302515,
4, 17.0, 101809.0, 1605632, 1.0, 98658.0, 8192, 31.0, 101823.0, 1605632, -5509.0, 101591.0, 1605632, -884.0, -1.0, 8192, 3540.0, 101951.0, 1605647,
5, 17.0, 549985.0, 8652800, 1.0, 547266.0, 3200, 31.0, 549984.0, 540800, -5509.0, 547865.0, 8652800, -332.0, -1.0, 3200, 56247.0, 552695.0, 540815,
6, 17.0, 203633.0, 3211264, 1.0, 200482.0, 16384, 31.0, 203647.0, 3211264, -5509.0, 203203.0, 3211264, -1658.0, -1.0, 16384, 3540.0, 203903.0, 3211279,
7, 17.0, 154957.0, 2332800, 1.0, 154241.0, 3200, 31.0, 154984.0, 145800, -5509.0, 152582.0, 2298368, -332.0, -1.0, 3200, 58777.0, 157200.0, 145815,
8, 17.0, 106225.0, 1605632, 1.0, 105426.0, 32768, 31.0, 106239.0, 1605632, -5509.0, 106007.0, 1605632, -3315.0, -1.0, 32768, 3678.0, 106367.0, 1605647,
9, 17.0, 248785.0, 3686400, 1.0, 248194.0, 6400, 31.0, 248784.0, 230400, -5509.0, 246100.0, 3686400, -663.0, -1.0, 6400, 59743.0, 249375.0, 230415,
