LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 37244, 0, 77.53555941896681, 78.125, 77.34036035674112,
1, 293949, 0, 3.100027555800496, 3.125, 3.0918652981593016,
2, 25275, 0, 99.26013847675569, 100.0, 99.01333964795958,
3, 155949, 0, 3.0308386074934752, 3.125, 3.0009920634920637,
4, 25839, 0, 97.0935407717017, 100.0, 96.16681999386694,
5, 279799, 0, 3.0200250894392044, 3.125, 2.9869211735595567,
6, 51679, 0, 97.09166199036359, 100.0, 96.16681999386695,
7, 82299, 0, 2.7681077534356433, 3.125, 2.6675936768149855,
8, 28095, 0, 89.29702794091476, 100.0, 86.2486248624862,
9, 133999, 0, 2.686587213337413, 3.125, 2.5677603423680475,
10, 56191, 0, 89.2954387713335, 100.0, 86.24862486248618,
11, 52599, 0, 2.008118025057511, 3.125, 1.79634353741496,
12, 37119, 0, 67.5880276947116, 100.0, 61.059190031152745,
13, 77599, 0, 1.6108455005863478, 3.125, 1.3888888888888968,
14, 74239, 0, 67.58711728336858, 100.0, 61.05919003115303,
15, 77599, 0, 1.6108455005863478, 3.125, 1.3888888888888968,
16, 74239, 0, 67.58711728336858, 100.0, 61.05919003115303,
17, 77599, 0, 1.6108455005863478, 3.125, 1.3888888888888968,
18, 74239, 0, 67.58711728336858, 100.0, 61.05919003115303,
19, 77599, 0, 1.6108455005863478, 3.125, 1.3888888888888968,
20, 74239, 0, 67.58711728336858, 100.0, 61.05919003115303,
21, 77599, 0, 1.6108455005863478, 3.125, 1.3888888888888968,
22, 74239, 0, 67.58711728336858, 100.0, 61.05919003115303,
23, 51999, 0, 0.8654012577164946, 3.125, 0.6987577639751623,
24, 73215, 0, 34.26620228095336, 100.0, 28.160919540229724,
25, 78399, 0, 0.12755264735519586, 3.125, 0.09689922480620171,
26, 146431, 0, 34.265968271745734, 100.0, 28.160919540230005,
