LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 25021, 0, 28.853107140002397, 29.296875, 28.707395965881975,
1, 154101, 0, 1.4783323923920026, 1.5024038461538463, 1.4705075490088493,
2, 12733, 0, 49.25783397471138, 50.0, 49.011487067281394,
3, 80374, 0, 1.4701777005001617, 1.5625, 1.4419043624161074,
4, 6651, 0, 94.3016087806345, 100.0, 92.53467099439364,
5, 144699, 0, 1.4599271591372436, 1.5625, 1.4288129861345968,
6, 13303, 0, 94.29452003307524, 100.0, 92.53467099439364,
7, 45949, 0, 1.239485625367255, 1.5625, 1.1599414460285122,
8, 7791, 0, 80.50314465408805, 100.0, 75.60270009643202,
9, 76599, 0, 1.1749500646222535, 1.5625, 1.0856453558504209,
10, 15583, 0, 80.49797856638645, 100.0, 75.602700096432,
11, 35899, 0, 0.7355706287083206, 1.5625, 0.6257405213270129,
12, 12351, 0, 50.781313253987534, 100.0, 43.65256124721602,
13, 57999, 0, 0.5388023931447093, 1.5625, 0.4426345609065162,
14, 24703, 0, 50.77925758005101, 100.0, 43.652561247216,
15, 57999, 0, 0.5388023931447093, 1.5625, 0.4426345609065162,
16, 24703, 0, 50.77925758005101, 100.0, 43.652561247216,
17, 57999, 0, 0.5388023931447093, 1.5625, 0.4426345609065162,
18, 24703, 0, 50.77925758005101, 100.0, 43.652561247216,
19, 57999, 0, 0.5388023931447093, 1.5625, 0.4426345609065162,
20, 24703, 0, 50.77925758005101, 100.0, 43.652561247216,
21, 57999, 0, 0.5388023931447093, 1.5625, 0.4426345609065162,
22, 24703, 0, 50.77925758005101, 100.0, 43.652561247216,
23, 45199, 0, 0.2488993119316799, 1.5625, 0.19463667820069228,
24, 30591, 0, 20.502762250335067, 100.0, 16.225165562913908,
25, 77599, 0, 0.032216910011726954, 1.5625, 0.024319066147859843,
26, 61183, 0, 20.502427144795124, 100.0, 16.225165562913936,
