LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 12702, 0, 14.209053569319792, 14.6484375, 14.067295279618083,
1, 84321, 0, 0.6754322766570605, 0.6975446428571429, 0.6683776155660655,
2, 12925, 0, 12.131528046421664, 12.5, 12.01256416149544,
3, 44290, 0, 0.6669906440505757, 0.7512019230769231, 0.6430067394758608,
4, 3517, 0, 44.58345180551606, 50.0, 43.01783264746228,
5, 77149, 0, 0.6845519708615796, 0.78125, 0.6574852163087455,
6, 3517, 0, 89.16690361103213, 100.0, 86.03566529492456,
7, 27774, 0, 0.5126478451069345, 0.78125, 0.4600413974151855,
8, 2331, 0, 67.26726726726727, 100.0, 60.63418406805879,
9, 47899, 0, 0.46973840789995613, 0.78125, 0.4147465437788018,
10, 4663, 0, 67.25284151833584, 100.0, 60.63418406805879,
11, 27549, 0, 0.2396298413735526, 0.78125, 0.19473635693215322,
12, 4623, 0, 33.91736967337227, 100.0, 27.801418439716315,
13, 48199, 0, 0.16208842507105956, 0.78125, 0.1282840722495893,
14, 9247, 0, 33.91370174110522, 100.0, 27.801418439716315,
15, 48199, 0, 0.16208842507105956, 0.78125, 0.1282840722495893,
16, 9247, 0, 33.91370174110522, 100.0, 27.801418439716315,
17, 48199, 0, 0.16208842507105956, 0.78125, 0.1282840722495893,
18, 9247, 0, 33.91370174110522, 100.0, 27.801418439716315,
19, 48199, 0, 0.16208842507105956, 0.78125, 0.1282840722495893,
20, 9247, 0, 33.91370174110522, 100.0, 27.801418439716315,
21, 48199, 0, 0.16208842507105956, 0.78125, 0.1282840722495893,
22, 9247, 0, 33.91370174110522, 100.0, 27.801418439716315,
23, 41799, 0, 0.06728629871528027, 0.78125, 0.05160550458715585,
24, 13791, 0, 11.369733884417373, 100.0, 8.781362007168452,
25, 77199, 0, 0.008095959792225289, 0.78125, 0.0060916179337231965,
26, 27583, 0, 11.369321683645724, 100.0, 8.781362007168445,
