LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 40157, 0, 4.494444267188784, 58.14542475434923, 3.439285752567795,
1, 246651, 0, 0.23090571293041584, 88.43652950310559, 0.17340495981001036,
2, 43707, 0, 3.5875260255794266, 25.0, 2.7923211169284494,
3, 119495, 0, 0.24721549541821833, 94.68274238782051, 0.1856524360545494,
4, 12749, 0, 12.299003843438701, 49.0, 9.84615384615385,
5, 210649, 0, 0.25071327184083475, 96.02272727272727, 0.18827985739750383,
6, 12749, 0, 24.598007686877402, 98.0, 19.6923076923077,
7, 57449, 0, 0.24784210778255497, 94.921875, 0.1861213235294111,
8, 4465, 0, 35.11758118701008, 87.5, 29.281045751633982,
9, 95749, 0, 0.23498939936709523, 90.0, 0.17647058823529357,
10, 8931, 0, 35.113649087448216, 87.5, 29.28104575163399,
11, 38299, 0, 0.17236905663333246, 66.015625, 0.1294424019607842,
12, 3575, 0, 43.86013986013986, 76.5625, 38.39373163565132,
13, 38299, 0, 0.20398704927021594, 78.125, 0.15318627450980365,
14, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565133,
15, 38299, 0, 0.20398704927021594, 78.125, 0.15318627450980365,
16, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565133,
17, 38299, 0, 0.20398704927021594, 78.125, 0.15318627450980365,
18, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565133,
19, 38299, 0, 0.20398704927021594, 78.125, 0.15318627450980365,
20, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565133,
21, 38299, 0, 0.20398704927021594, 78.125, 0.15318627450980365,
22, 7151, 0, 43.85400643266676, 76.5625, 38.39373163565133,
23, 38299, 0, 0.07343533773727774, 28.125, 0.055147058823529355,
24, 5623, 0, 27.885470389471813, 38.28125, 25.570776255707763,
25, 76599, 0, 0.00815937544876565, 3.125, 0.006127450980392139,
26, 11247, 0, 27.88299101982751, 38.28125, 25.570776255707763,
