LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 8.975751097605144, 0.007632441409528184, 10.637927226791282, 7.6683533846233285, 7.783783783783784, 10.737717342844405,
1, 11.966416565080783, 0.000988960046700891, 0.9972013804233986, 11.758037088023322, 2.5945945945945947, 1.2257714596848739,
2, 10.637880240102826, 0.009045816530699682, 10.637880240102826, 10.572039348061788, 9.266968325791856, 10.736328055347526,
3, 11.87137139439665, 0.003785513837498932, 0.9892809495330542, 11.42933251370319, 5.1891891891891895, 1.5115723308331075,
4, 10.552311214564643, 0.03915514365330108, 11.511612234070519, 10.606861628784056, 9.266968325791856, 11.628888030515185,
5, 11.861736799918079, 0.004067810973908806, 0.98847806665984, 11.787688874228888, 5.212669683257919, 1.2302280307791016,
6, 11.511587224202165, 0.042714609366241794, 11.511587224202165, 11.505857827809047, 9.881785283474064, 11.533957986134693,
7, 11.501368955900519, 0.014670113464158824, 0.9584474129917099, 11.155993016371044, 5.212669683257919, 3.346596718979238,
8, 11.15275693970852, 0.16553257053370715, 11.15275693970852, 11.116199913396374, 9.88476621417798, 11.183206106870228,
9, 11.425435926026452, 0.016901532434950375, 0.9521196605022044, 11.053261324684726, 6.9397590361445785, 1.6256465490250103,
10, 11.152728769849789, 0.16553215242819724, 11.152728769849789, 11.137425432899068, 0.19941274019078337, 11.177572956114947,
11, 10.22631853076383, 0.052175094544713425, 0.8521932108969859, 9.62117689143266, 6.9397590361445785, 12.0,
12, 9.916251108792668, 0.6024110782750174, 10.146861599694823, 9.87133582530002, 0.7000400566133469, 10.200827985159105,
13, 9.708007198139018, 0.06741671665374317, 0.8090005998449181, 8.990732209636334, 8.332730560578662, 12.0,
14, 10.146838824367636, 0.6164192546364772, 10.146838824367636, 10.031350760754593, 0.7259374541346013, 10.273596922073315,
15, 9.708007198139018, 0.06741671665374317, 0.8090005998449181, 8.990732209636334, 8.332730560578662, 12.0,
16, 10.146838824367636, 0.6164192546364772, 10.146838824367636, 10.031350760754593, 0.7259374541346013, 10.273596922073315,
17, 9.708007198139018, 0.06741671665374317, 0.8090005998449181, 8.990732209636334, 8.332730560578662, 12.0,
18, 10.146838824367636, 0.6164192546364772, 10.146838824367636, 10.031350760754593, 0.7259374541346013, 10.273596922073315,
19, 9.708007198139018, 0.06741671665374317, 0.8090005998449181, 8.990732209636334, 8.332730560578662, 12.0,
20, 10.146838824367636, 0.6164192546364772, 10.146838824367636, 10.031350760754593, 0.7259374541346013, 10.273596922073315,
21, 9.708007198139018, 0.06741671665374317, 0.8090005998449181, 8.990732209636334, 8.332730560578662, 12.0,
22, 10.146838824367636, 0.6164192546364772, 10.146838824367636, 10.031350760754593, 0.7259374541346013, 10.273596922073315,
23, 7.084559631012519, 0.1445828496125004, 0.5903799692510433, 5.508713692946058, 8.332730560578662, 12.0,
24, 7.0294429077355645, 1.7081512903467533, 7.0294429077355645, 9.869394177812746, 1.7815170595291088, 7.211424885273188,
25, 2.511703963903946, 0.27907821821154954, 0.20930866365866213, 9.87133582530002, 9.262311557788944, 12.0,
26, 7.029431456651033, 1.708148507738647, 7.029431456651033, 9.87133582530002, 1.7981856532848592, 7.118261388830237,
