LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 300689, 0, 38.41489878246294, 93.6360043774319, 32.21884021589096,
1, 1713149, 0, 2.1276608164263586, 100.0, 1.6129032258059137,
2, 172479, 0, 58.18215550878658, 100.0, 51.19999999999798,
3, 892999, 0, 2.1171636250432533, 99.50657894736842, 1.6049448217320863,
4, 136415, 0, 73.56375765128469, 100.0, 67.72486772486707,
5, 1588599, 0, 2.127660913798888, 100.0, 1.6129032258059866,
6, 272831, 0, 73.56348802005637, 100.0, 67.72486772486876,
7, 432399, 0, 2.1074285555702024, 99.04891304347827, 1.5975631136045931,
8, 118383, 0, 84.76892797107693, 100.0, 80.75709779179772,
9, 676799, 0, 2.127662718177775, 100.0, 1.612903225807046,
10, 236767, 0, 84.76856994429123, 100.0, 80.75709779179766,
11, 206799, 0, 2.043046629819293, 96.02272727272727, 1.5487536656891698,
12, 116063, 0, 86.46338626435643, 94.23076923076923, 84.19922137199619,
13, 263199, 0, 1.8997032663497961, 89.28571428571429, 1.440092165898532,
14, 232127, 0, 86.46301378124906, 94.23076923076923, 84.19922137199603,
15, 263199, 0, 1.8997032663497961, 89.28571428571429, 1.440092165898532,
16, 232127, 0, 86.46301378124906, 94.23076923076923, 84.19922137199603,
17, 263199, 0, 1.8997032663497961, 89.28571428571429, 1.440092165898532,
18, 232127, 0, 86.46301378124906, 94.23076923076923, 84.19922137199603,
19, 263199, 0, 1.8997032663497961, 89.28571428571429, 1.440092165898532,
20, 232127, 0, 86.46301378124906, 94.23076923076923, 84.19922137199603,
21, 263199, 0, 1.8997032663497961, 89.28571428571429, 1.440092165898532,
22, 232127, 0, 86.46301378124906, 94.23076923076923, 84.19922137199603,
23, 112799, 0, 1.5957588276491812, 75.0, 1.209677419354818,
24, 136959, 0, 73.27156302251039, 76.5625, 72.25806451612911,
25, 75199, 0, 0.5319219670474341, 25.0, 0.40322580645160666,
26, 273919, 0, 73.27129552897024, 76.5625, 72.25806451612858,
