LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 39101, 0, 1.1539564105617504, 28.776052046795282, 0.8744859121533234,
1, 141127, 0, 0.10088984567092052, 77.38196331521739, 0.07571620676635747,
2, 40669, 0, 0.9638791216897391, 12.5, 0.7373271889400919,
3, 64427, 0, 0.11462979661089295, 87.91968936011905, 0.08602709330735722,
4, 11621, 0, 3.3732036829876946, 23.557692307692307, 2.6243556269665937,
5, 109680, 0, 0.12037860138584974, 92.32954545454545, 0.09034202099270597,
6, 11621, 0, 6.746407365975389, 47.11538461538461, 5.2487112539331875,
7, 29912, 0, 0.11900141456606045, 91.27103365384616, 0.08930629516031913,
8, 4087, 0, 9.591387325666748, 38.28125, 7.674236491777603,
9, 57524, 0, 0.0977852722341979, 75.0, 0.07338551859099804,
10, 4087, 0, 19.182774651333496, 76.5625, 15.348472983555206,
11, 19174, 0, 0.08607440414102431, 66.015625, 0.06459454500978476,
12, 1277, 0, 30.696945967110416, 76.5625, 25.570776255707763,
13, 38349, 0, 0.050930271975801196, 39.0625, 0.03822162426614478,
14, 2555, 0, 30.684931506849313, 76.5625, 25.570776255707763,
15, 38349, 0, 0.050930271975801196, 39.0625, 0.03822162426614478,
16, 2555, 0, 30.684931506849313, 76.5625, 25.570776255707763,
17, 38349, 0, 0.050930271975801196, 39.0625, 0.03822162426614478,
18, 2555, 0, 30.684931506849313, 76.5625, 25.570776255707763,
19, 38349, 0, 0.050930271975801196, 39.0625, 0.03822162426614478,
20, 2555, 0, 30.684931506849313, 76.5625, 25.570776255707763,
21, 38349, 0, 0.050930271975801196, 39.0625, 0.03822162426614478,
22, 2555, 0, 30.684931506849313, 76.5625, 25.570776255707763,
23, 38349, 0, 0.01833489791128843, 14.0625, 0.013759784735812113,
24, 3579, 0, 10.95278010617491, 19.140625, 9.58435207823961,
25, 76699, 0, 0.0020371843179180955, 1.5625, 0.0015288649706457925,
26, 7159, 0, 10.951250174605391, 19.140625, 9.58435207823961,
