LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 206988.0, 338688, 13.0, 207088.0, 903744, 23.0, 207099.0, 128, -5525.0, 149964.0, 151878, -111.0, -1.0, 864, 9527.0, 210691.0, 1204235,
1, 1.0, 847537.0, 3484800, 13.0, 847549.0, 290592, 23.0, 847551.0, 4, -5525.0, 826357.0, 458704, -111.0, -1.0, 288, 161303.0, 848719.0, 290411,
2, 1.0, 307438.0, 401408, 13.0, 307509.0, 2142208, 23.0, 307515.0, 256, -5525.0, 296064.0, 401408, -221.0, -1.0, 2048, 7079.0, 310083.0, 2408459,
3, 1.0, 439577.0, 1806336, 13.0, 440149.0, 150912, 23.0, 440151.0, 4, -5525.0, 429597.0, 900384, -111.0, -1.0, 576, 161303.0, 443487.0, 150539,
4, 1.0, 254514.0, 200704, 13.0, 254645.0, 2146304, 23.0, 254655.0, 512, -5525.0, 209633.0, 200704, -884.0, -1.0, 8192, 5855.0, 257223.0, 2408459,
5, 1.0, 816457.0, 3359232, 13.0, 816469.0, 279936, 23.0, 816479.0, 12, -5525.0, 785402.0, 525922, -221.0, -1.0, 1152, 161303.0, 816767.0, 279947,
6, 1.0, 466734.0, 401408, 13.0, 466869.0, 4292608, 23.0, 466875.0, 512, -5525.0, 448584.0, 401408, -1658.0, -1.0, 16384, 5855.0, 470809.0, 4415499,
7, 1.0, 220617.0, 903168, 13.0, 221749.0, 76032, 23.0, 221751.0, 4, -5525.0, 216626.0, 446526, -221.0, -1.0, 1152, 161303.0, 223423.0, 75275,
8, 1.0, 210262.0, 100352, 13.0, 210525.0, 2162688, 23.0, 210531.0, 1024, -5525.0, 114559.0, 100352, -3315.0, -1.0, 32768, 5243.0, 214806.0, 2207755,
9, 1.0, 383017.0, 1557504, 13.0, 383029.0, 131328, 23.0, 383031.0, 4, -5525.0, 347482.0, 249672, -332.0, -1.0, 2304, 161303.0, 384639.0, 129803,
10, 1.0, 420802.0, 200704, 13.0, 421061.0, 4325376, 23.0, 421071.0, 1024, -5525.0, 343945.0, 200704, -5513.0, 419400.0, 4325376, 5243.0, 425005.0, 4415499,
11, 1.0, 111977.0, 451584, 13.0, 114229.0, 39168, 23.0, 114231.0, 4, -5525.0, 79561.0, 218998, -332.0, -1.0, 2304, 114239.0, 117374.0, 37632,
12, 1.0, 203670.0, 50176, 13.0, 204185.0, 2228224, 23.0, 204195.0, 2048, -5083.0, -1.0, 50176, -5513.0, 202226.0, 2228224, 4937.0, 208470.0, 2207755,
13, 1.0, 161257.0, 663552, 13.0, 161269.0, 55296, 23.0, 161279.0, 12, -5525.0, 158028.0, 117245, -553.0, -1.0, 4608, 161279.0, 165886.0, 55296,
14, 1.0, 398592.0, 100352, 13.0, 399111.0, 4456448, 23.0, 399117.0, 2048, -5525.0, 210765.0, 100352, -5513.0, 395698.0, 4456448, 4937.0, 399296.0, 4315147,
15, 1.0, 161257.0, 663552, 13.0, 161269.0, 55296, 23.0, 161279.0, 12, -5525.0, 158028.0, 117245, -553.0, -1.0, 4608, 161279.0, 165886.0, 55296,
16, 1.0, 398592.0, 100352, 13.0, 399111.0, 4456448, 23.0, 399117.0, 2048, -5525.0, 210765.0, 100352, -5513.0, 395698.0, 4456448, 4937.0, 399296.0, 4315147,
17, 1.0, 161257.0, 663552, 13.0, 161269.0, 55296, 23.0, 161279.0, 12, -5525.0, 158028.0, 117245, -553.0, -1.0, 4608, 161279.0, 165886.0, 55296,
18, 1.0, 398592.0, 100352, 13.0, 399111.0, 4456448, 23.0, 399117.0, 2048, -5525.0, 210765.0, 100352, -5513.0, 395698.0, 4456448, 4937.0, 399296.0, 4315147,
19, 1.0, 161257.0, 663552, 13.0, 161269.0, 55296, 23.0, 161279.0, 12, -5525.0, 158028.0, 117245, -553.0, -1.0, 4608, 161279.0, 165886.0, 55296,
20, 1.0, 398592.0, 100352, 13.0, 399111.0, 4456448, 23.0, 399117.0, 2048, -5525.0, 210765.0, 100352, -5513.0, 395698.0, 4456448, 4937.0, 399296.0, 4315147,
21, 1.0, 161257.0, 663552, 13.0, 161269.0, 55296, 23.0, 161279.0, 12, -5525.0, 158028.0, 117245, -553.0, -1.0, 4608, 161279.0, 165886.0, 55296,
22, 1.0, 398592.0, 100352, 13.0, 399111.0, 4456448, 23.0, 399117.0, 2048, -5525.0, 210765.0, 100352, -5513.0, 395698.0, 4456448, 4937.0, 399296.0, 4315147,
23, 1.0, 61227.0, 225792, 13.0, 67189.0, 23040, 23.0, 67188.0, 1, -5525.0, 24716.0, 109116, -553.0, -1.0, 4608, 67199.0, 68766.0, 18816,
24, 1.0, 226424.0, 25088, 13.0, 227455.0, 2621440, 23.0, 227458.0, 1024, -2542.0, -1.0, 25088, -5513.0, 224987.0, 2621440, 4772.0, 227555.0, 2157579,
25, 1.0, 26857.0, 82944, 13.0, 26869.0, 9216, 23.0, 26876.0, 9, -5083.0, -1.0, 50176, -995.0, -1.0, 9216, 26879.0, 27454.0, 6912,
26, 1.0, 453894.0, 50176, 13.0, 454921.0, 5242880, 23.0, 454928.0, 1024, -5083.0, -1.0, 50176, -5513.0, 449990.0, 5242880, 4772.0, 455110.0, 4315147,
