LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 161909, 0, 71.342158249387, 99.8784046692607, 71.34171762089893,
1, 605069, 0, 6.024106341590794, 6.25, 6.024096385542116,
2, 194431, 0, 51.61316868194886, 100.0, 51.612903225805326,
3, 309699, 0, 6.1047178066445165, 6.2191611842105265, 6.104698094930585,
4, 147391, 0, 68.08556831828267, 100.0, 68.0851063829779,
5, 545869, 0, 6.19196180768646, 6.25, 6.191950464396292,
6, 247743, 0, 81.01298523066242, 100.0, 81.0126582278463,
7, 148579, 0, 6.133100909280585, 6.190557065217392, 6.133059631175122,
8, 123871, 0, 81.0133122361166, 100.0, 81.01265822784848,
9, 231479, 0, 6.220866687690892, 6.25, 6.220839813374805,
10, 224223, 0, 89.51088871346829, 100.0, 89.51048951048895,
11, 70729, 0, 5.973504503103395, 6.001420454545454, 5.973420048070126,
12, 118975, 0, 84.34713175036772, 94.23076923076923, 84.3464228079619,
13, 89809, 0, 5.567370753487958, 5.580357142857143, 5.567308762943993,
14, 225471, 0, 89.015438792572, 94.23076923076923, 89.01504399659305,
15, 89809, 0, 5.567370753487958, 5.580357142857143, 5.567308762943993,
16, 225471, 0, 89.015438792572, 94.23076923076923, 89.01504399659305,
17, 89809, 0, 5.567370753487958, 5.580357142857143, 5.567308762943993,
18, 225471, 0, 89.015438792572, 94.23076923076923, 89.01504399659305,
19, 89809, 0, 5.567370753487958, 5.580357142857143, 5.567308762943993,
20, 225471, 0, 89.015438792572, 94.23076923076923, 89.01504399659305,
21, 89809, 0, 5.567370753487958, 5.580357142857143, 5.567308762943993,
22, 225471, 0, 89.015438792572, 94.23076923076923, 89.01504399659305,
23, 38489, 0, 4.676660864143002, 4.6875, 4.676539360872954,
24, 138751, 0, 72.32524450274232, 76.5625, 72.32472324723228,
25, 25629, 0, 1.5607319833001678, 1.5625, 1.5606710885680841,
26, 269823, 0, 74.38357738220982, 76.5625, 74.38330170777976,
