LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 9.708143434517156, 9.708143434517156, 12.225069510132714, 4.9212506486767, 0.140625, 13.160208497246263,
1, 26.27083506095033, 0.8228633461239814, 0.27407669865585116, 3.285166744539189, 0.046875, 31.926121372031663,
2, 10.893764841576768, 10.893764841576768, 11.574625144175318, 10.491035492133188, 0.3333333333333333, 11.554249118514788,
3, 28.890744206132144, 0.9028357564416295, 0.15047262607360493, 13.51339506821354, 0.09375, 32.0,
4, 16.254297341620944, 16.254297341620944, 8.635095462736126, 15.122362869198312, 1.3333333333333333, 9.341656388895354,
5, 30.07719788337049, 0.9489376561282871, 0.07882743739199728, 4.491921601523929, 0.1875, 31.695652173913043,
6, 21.55818418614643, 21.55818418614643, 5.726392674445146, 20.10709544919478, 2.6666666666666665, 6.219906725957143,
7, 29.759398991729547, 0.9489604270321922, 0.07855283534877591, 12.691366456092425, 0.1875, 31.36,
8, 21.127292823495356, 21.55846206479118, 5.618674175636201, 19.084676460799695, 5.333333333333333, 7.040615902634071,
9, 29.922652782847592, 0.9738141438204837, 0.040037655376457704, 4.706053695648008, 0.375, 30.727272727272727,
10, 25.24618311608673, 25.761411342945642, 3.3570339156276043, 23.31700091488651, 5.333333333333333, 4.276143407962849,
11, 27.267918603949038, 0.9738542358553227, 0.03888654066783407, 14.412593720051863, 0.375, 28.0,
12, 22.541513407272216, 25.761729608311104, 3.0189526884739575, 9.87133582530002, 7.111111111111111, 5.778769213056243,
13, 28.41886162148272, 0.9867660285237055, 0.01987237140776907, 4.41091281451141, 0.75, 28.8,
14, 24.97599825781262, 28.54399800892871, 1.6724998833356666, 23.21888014807959, 8.533333333333333, 3.3271353286268273,
15, 28.41886162148272, 0.9867660285237055, 0.01987237140776907, 4.41091281451141, 0.75, 28.8,
16, 24.97599825781262, 28.54399800892871, 1.6724998833356666, 23.21888014807959, 8.533333333333333, 3.3271353286268273,
17, 28.41886162148272, 0.9867660285237055, 0.01987237140776907, 4.41091281451141, 0.75, 28.8,
18, 24.97599825781262, 28.54399800892871, 1.6724998833356666, 23.21888014807959, 8.533333333333333, 3.3271353286268273,
19, 28.41886162148272, 0.9867660285237055, 0.01987237140776907, 4.41091281451141, 0.75, 28.8,
20, 24.97599825781262, 28.54399800892871, 1.6724998833356666, 23.21888014807959, 8.533333333333333, 3.3271353286268273,
21, 28.41886162148272, 0.9867660285237055, 0.01987237140776907, 4.41091281451141, 0.75, 28.8,
22, 24.97599825781262, 28.54399800892871, 1.6724998833356666, 23.21888014807959, 8.533333333333333, 3.3271353286268273,
23, 24.177320912303244, 0.9868294249919691, 0.018952778670093158, 16.54086865515437, 0.75, 24.5,
24, 21.854253436776915, 28.544331019463726, 1.4773921328433375, 9.869394177812746, 9.481481481481481, 32.0,
25, 8.940821386223995, 0.9934245984693327, 0.007868923143257519, 9.87133582530002, 1.5, 9.0,
26, 23.101621512740458, 30.173546465620188, 0.7808583802138037, 9.87133582530002, 9.481481481481481, 32.0,
