LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 28664, 0, 1.5741295565648548, 12.277782206632654, 1.5740746418759795,
1, 60259, 0, 0.23628472510330406, 0.386909816576087, 0.2362808040159308,
2, 26557, 0, 1.476070339270249, 25.0, 1.4760147601476028,
3, 25319, 0, 0.29168821463130457, 0.38464864095052087, 0.29167669455963663,
4, 7461, 0, 5.253987401152661, 47.11538461538461, 5.25328330206379,
5, 40809, 0, 0.32353463696733564, 0.3750887784090909, 0.3235267091399167,
6, 8293, 0, 9.453756179910767, 47.11538461538461, 9.452616349168073,
7, 11129, 0, 0.3198463754605086, 0.37078857421875, 0.31981763814016173,
8, 2551, 0, 15.366522932183457, 76.5625, 15.360501567398119,
9, 20729, 0, 0.2713589657002267, 0.29296875, 0.27134587554269174,
10, 3063, 0, 25.595821090434214, 76.5625, 25.587467362924286,
11, 6909, 0, 0.23887547040092633, 0.25787353515625, 0.23884090086830678,
12, 1531, 0, 25.604180274330503, 76.5625, 25.587467362924283,
13, 13309, 0, 0.14675219776091367, 0.152587890625, 0.1467411720510894,
14, 2043, 0, 38.37493881546745, 76.5625, 38.35616438356164,
15, 13309, 0, 0.14675219776091367, 0.152587890625, 0.1467411720510894,
16, 2043, 0, 38.37493881546745, 76.5625, 38.35616438356164,
17, 13309, 0, 0.14675219776091367, 0.152587890625, 0.1467411720510894,
18, 2043, 0, 38.37493881546745, 76.5625, 38.35616438356164,
19, 13309, 0, 0.14675219776091367, 0.152587890625, 0.1467411720510894,
20, 2043, 0, 38.37493881546745, 76.5625, 38.35616438356164,
21, 13309, 0, 0.14675219776091367, 0.152587890625, 0.1467411720510894,
22, 2043, 0, 38.37493881546745, 76.5625, 38.35616438356164,
23, 13309, 0, 0.052830791193928923, 0.054931640625, 0.052826821938392186,
24, 4087, 0, 9.591387325666748, 19.140625, 9.58904109589041,
25, 26109, 0, 0.0059845264085181355, 0.006103515625, 0.005984297204136346,
26, 6135, 0, 12.779136104319479, 19.140625, 12.777053455019557,
