LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 1.947581843434716, 5.194816143384345, 0.0006069892280488036, 0.44822130026681223, 7.228915662650603, 5.882836296512607,
1, 4.093818427184372, 0.3411515355986977, 5.264684191337928e-06, 0.24301216010808985, 7.207207207207207, 0.3688666692783939,
2, 1.3052942381545445, 6.966009046477825, 0.0008324580600475412, 1.3309725123512053, 9.266968325791856, 7.948578406296925,
3, 4.0789873998056585, 0.3411516734382914, 8.42765991695384e-07, 1.1069316816836579, 7.239819004524887, 0.3947843329363035,
4, 0.7881160592626334, 8.428016633747344, 0.002010500151180187, 0.9328171259394216, 9.266968325791856, 9.581368426496505,
5, 4.097029833297743, 0.34242926861142375, 1.8939671936472552e-06, 0.37484638868677395, 9.63855421686747, 0.3700697155762363,
6, 0.8597614391614173, 9.19418355348128, 0.0010966344887262977, 0.8839444187531655, 9.881785283474064, 9.496615801529181,
7, 4.092315680894808, 0.34242970718049837, 1.5788254941723797e-05, 0.97063853748789, 9.63855421686747, 0.47345058483870417,
8, 0.4766432822422449, 10.272149103016543, 0.0048637069616555605, 0.8356747303993005, 9.88476621417798, 10.534991697047202,
9, 4.10915385807234, 0.34242948817269503, 1.3376151881745899e-05, 0.37306820191119705, 9.653092006033182, 0.41656453266414684,
10, 0.4766421502853384, 10.27212470819015, 0.0024318477055374405, 0.57430802555863, 10.179415128708397, 10.519028594707013,
11, 3.8580483611498524, 0.3424303279127088, 3.56698258242405e-06, 1.1734804065933084, 9.653092006033182, 0.7400541161036406,
12, 0.2457162725327248, 10.911808347575697, 0.010029235613580604, 9.87133582530002, 10.726022913256957, 10.847106625919993,
13, 3.808345036060267, 0.34275105324542404, 1.1901078237688335e-05, 0.7047999964683186, 9.653092006033182, 0.5958645566934322,
14, 0.25143000313185093, 11.165544628875665, 0.005131224553711244, 0.4639675252322103, 11.107464382919753, 10.9421518409575,
15, 3.808345036060267, 0.34275105324542404, 1.1901078237688335e-05, 0.7047999964683186, 9.653092006033182, 0.5958645566934322,
16, 0.25143000313185093, 11.165544628875665, 0.005131224553711244, 0.4639675252322103, 11.107464382919753, 10.9421518409575,
17, 3.808345036060267, 0.34275105324542404, 1.1901078237688335e-05, 0.7047999964683186, 9.653092006033182, 0.5958645566934322,
18, 0.25143000313185093, 11.165544628875665, 0.005131224553711244, 0.4639675252322103, 11.107464382919753, 10.9421518409575,
19, 3.808345036060267, 0.34275105324542404, 1.1901078237688335e-05, 0.7047999964683186, 9.653092006033182, 0.5958645566934322,
20, 0.25143000313185093, 11.165544628875665, 0.005131224553711244, 0.4639675252322103, 11.107464382919753, 10.9421518409575,
21, 3.808345036060267, 0.34275105324542404, 1.1901078237688335e-05, 0.7047999964683186, 9.653092006033182, 0.5958645566934322,
22, 0.25143000313185093, 11.165544628875665, 0.005131224553711244, 0.4639675252322103, 11.107464382919753, 10.9421518409575,
23, 4.113037113733331, 0.34275309281111094, 0.00010711034150347216, 1.409950309671758, 9.653092006033182, 12.0,
24, 0.11029195187036475, 11.524383542372806, 0.004501712321239378, 9.869394177812746, 11.372792308927076, 9.684622773628268,
25, 1.3710184900052216, 0.3427546225013054, 5.355540976582897e-05, 9.87133582530002, 9.653092006033182, 11.98876404494382,
26, 0.11029170943796861, 11.524358210661209, 0.0022508512130197675, 9.87133582530002, 11.510063577926868, 9.581997117726868,
