LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 52881, 0, 54.60816503091848, 99.74902849740933, 54.607132389092996,
1, 314629, 0, 2.8962683033032555, 3.1207191780821915, 2.8962590979881253,
2, 73695, 0, 34.043015129927404, 100.0, 34.04255319148902,
3, 157889, 0, 2.993598350740077, 3.1095805921052633, 2.9935793907150514,
4, 49391, 0, 50.79467919256545, 100.0, 50.79365079365063,
5, 277269, 0, 3.0475819511016375, 3.1066176470588234, 3.0475709597143537,
6, 74479, 0, 67.3693255817076, 100.0, 67.36842105263166,
7, 75025, 0, 3.0364878373875377, 3.095278532608696, 3.036447364913497,
8, 37999, 0, 66.02279007342298, 98.0, 66.02105263157908,
9, 116315, 0, 3.095043631517861, 3.125, 3.0950170225936255,
10, 63599, 0, 78.89432223777104, 98.0, 78.8930817610063,
11, 38771, 0, 2.7243300404941837, 2.750651041666667, 2.7242597750954296,
12, 35615, 0, 70.44222939772568, 87.5, 70.44025157232704,
13, 51447, 0, 2.429684918459774, 2.44140625, 2.4296376924273053,
14, 64287, 0, 78.04999455566444, 87.5, 78.04878048780505,
15, 51447, 0, 2.429684918459774, 2.44140625, 2.4296376924273053,
16, 64287, 0, 78.04999455566444, 87.5, 78.04878048780505,
17, 51447, 0, 2.429684918459774, 2.44140625, 2.4296376924273053,
18, 64287, 0, 78.04999455566444, 87.5, 78.04878048780505,
19, 51447, 0, 2.429684918459774, 2.44140625, 2.4296376924273053,
20, 64287, 0, 78.04999455566444, 87.5, 78.04878048780505,
21, 51447, 0, 2.429684918459774, 2.44140625, 2.4296376924273053,
22, 64287, 0, 78.04999455566444, 87.5, 78.04878048780505,
23, 25723, 0, 1.7494071453562958, 1.7578125, 1.74933913854766,
24, 36735, 0, 68.29454198992786, 76.5625, 68.2926829268293,
25, 25661, 0, 0.3896964264837691, 0.390625, 0.38968124074507055,
26, 69503, 0, 72.19256722731393, 76.5625, 72.1915285451197,
