LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 12480.0, 1778700, 110.0, 256.0, 9408, 511.0, 12673.0, 774400, -5269.0, 8963.0, 154963, -995.0, -1.0, 9408, 1406.0, 12866.0, 774655,
1, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -5269.0, 10015.0, 643167, -3757.0, -1.0, 36864, 1406.0, 11072.0, 560127,
2, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -5269.0, 10015.0, 643167, -3757.0, -1.0, 36864, 1406.0, 11072.0, 560127,
3, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -5269.0, 10015.0, 643167, -3757.0, -1.0, 36864, 1406.0, 11072.0, 560127,
4, 257.0, 10599.0, 1679616, 1.0, 7620.0, 36864, 511.0, 10853.0, 559872, -5269.0, 10015.0, 643167, -3757.0, -1.0, 36864, 1406.0, 11072.0, 560127,
5, 257.0, 4174.0, 451584, 1.0, 3356.0, 73728, 511.0, 4521.0, 301056, -5269.0, 3795.0, 408285, -5525.0, 1726.0, 73728, 1006.0, 4745.0, 301311,
6, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -5269.0, 6561.0, 523295, -5525.0, 4422.0, 147456, 1006.0, 7387.0, 432895,
7, 257.0, 1130.0, 53824, 193.0, 256.0, 8192, 511.0, 1478.0, 107648, -5083.0, -1.0, 50176, -884.0, -1.0, 8192, 1006.0, 1811.0, 107903,
8, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -5269.0, 6561.0, 523295, -5525.0, 4422.0, 147456, 1006.0, 7387.0, 432895,
9, 257.0, 6827.0, 778752, 1.0, 6024.0, 147456, 511.0, 7081.0, 432640, -5269.0, 6561.0, 523295, -5525.0, 4422.0, 147456, 1006.0, 7387.0, 432895,
10, 257.0, 4412.0, 225792, 1.0, 4104.0, 294912, 511.0, 4809.0, 250880, -5269.0, 3195.0, 156968, -5525.0, 4032.0, 294912, 1573.0, 4925.0, 251135,
11, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -5083.0, -1.0, 50176, -5525.0, 7391.0, 589824, 1620.0, 8405.0, 332031,
12, 257.0, 592.0, 28800, 129.0, 256.0, 32768, 511.0, 990.0, 57600, -2542.0, -1.0, 25088, -3315.0, -1.0, 32768, 923.0, 999.0, 57855,
13, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -5083.0, -1.0, 50176, -5525.0, 7391.0, 589824, 1620.0, 8405.0, 332031,
14, 257.0, 7935.0, 331776, 1.0, 7536.0, 589824, 511.0, 8189.0, 331776, -5083.0, -1.0, 50176, -5525.0, 7391.0, 589824, 1620.0, 8405.0, 332031,
15, 257.0, 14407.0, 225792, 1.0, 14111.0, 1179648, 511.0, 14669.0, 225792, -5083.0, -1.0, 50176, -5525.0, 14036.0, 1179648, 3899.0, 14687.0, 226047,
16, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -2542.0, -1.0, 25088, -5525.0, 27790.0, 2359296, 7014.0, 28511.0, 230655,
17, 257.0, 1396.0, 32768, 1.0, 1086.0, 131072, 511.0, 1659.0, 32768, -1326.0, -1.0, 12544, -5525.0, 1006.0, 131072, 1659.0, 1786.0, 32768,
18, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -2542.0, -1.0, 25088, -5525.0, 27790.0, 2359296, 7014.0, 28511.0, 230655,
19, 257.0, 28221.0, 230400, 1.0, 27941.0, 2359296, 511.0, 28475.0, 230400, -2542.0, -1.0, 25088, -5525.0, 27790.0, 2359296, 7014.0, 28511.0, 230655,
20, 257.0, 5881.0, 2048, 1.0, 5625.0, 512000, 511.0, 6111.0, 2000, -111.0, -1.0, 512, -5525.0, 5562.0, 512000, 6135.0, 6142.0, 2000,
