LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 13086, 0, 3.448024576599037, 3.662109375, 3.381865508122845,
1, 49719, 0, 0.28637505279671754, 0.30517578125, 0.28061255912495076,
2, 13309, 0, 2.9453753099406415, 3.125, 2.8897899004791743,
3, 26536, 0, 0.278310744130615, 0.34877232142857145, 0.26076032435032837,
4, 3901, 0, 10.048705460138427, 12.5, 9.429877315371662,
5, 45109, 0, 0.2926938083309317, 0.37560096153846156, 0.2726510067114094,
6, 3901, 0, 20.097410920276854, 25.0, 18.859754630743325,
7, 19434, 0, 0.18316200023155293, 0.37560096153846156, 0.15646462912087905,
8, 1549, 0, 25.306649451258878, 50.0, 21.717451523545705,
9, 33549, 0, 0.1676652061164267, 0.390625, 0.14088916718847838,
10, 1549, 0, 50.613298902517755, 100.0, 43.43490304709141,
11, 23374, 0, 0.07060796718576196, 0.390625, 0.05547531512605041,
12, 1923, 0, 20.384815392615703, 100.0, 16.105176663927693,
13, 43299, 0, 0.0451078546848657, 0.390625, 0.034846119536128435,
14, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
15, 43299, 0, 0.0451078546848657, 0.390625, 0.034846119536128435,
16, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
17, 43299, 0, 0.0451078546848657, 0.390625, 0.034846119536128435,
18, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
19, 43299, 0, 0.0451078546848657, 0.390625, 0.034846119536128435,
20, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
21, 43299, 0, 0.0451078546848657, 0.390625, 0.034846119536128435,
22, 3847, 0, 20.3795165063686, 100.0, 16.105176663927693,
23, 40099, 0, 0.017534726551784334, 0.390625, 0.013304162724692519,
24, 6519, 0, 6.0131922073937725, 100.0, 4.579439252336448,
25, 76999, 0, 0.0020292471330796502, 0.390625, 0.0015243902439024402,
26, 13039, 0, 6.012731037656262, 100.0, 4.579439252336448,
