LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 12635.0, 924075, 182.0, 256.0, 2400, 511.0, 12862.0, 394272, -5269.0, 9144.0, 153626, -332.0, -1.0, 2400, 2254.0, 13115.0, 394527,
1, 257.0, 49241.0, 9331200, 1.0, 37546.0, 800, 511.0, 49464.0, 46656, -5269.0, 48223.0, 1634334, -111.0, -1.0, 800, 49719.0, 49901.0, 46656,
2, 257.0, 12831.0, 401408, 225.0, 256.0, 2048, 511.0, 13117.0, 802816, -5269.0, 12358.0, 401408, -221.0, -1.0, 2048, 1406.0, 13421.0, 803071,
3, 257.0, 26034.0, 4840000, 1.0, 23002.0, 1600, 511.0, 26281.0, 21175, -5269.0, 25143.0, 3921574, -221.0, -1.0, 1600, 26536.0, 26618.0, 21175,
4, 257.0, 3455.0, 200704, 193.0, 256.0, 8192, 511.0, 3773.0, 401408, -5269.0, 2878.0, 200704, -884.0, -1.0, 8192, 1006.0, 3957.0, 401663,
5, 257.0, 44727.0, 8652800, 1.0, 41896.0, 3200, 511.0, 44854.0, 35152, -5269.0, 44288.0, 6180838, -332.0, -1.0, 3200, 45109.0, 45246.0, 35152,
6, 257.0, 3519.0, 401408, 129.0, 256.0, 16384, 511.0, 3773.0, 401408, -5269.0, 3341.0, 401408, -1658.0, -1.0, 16384, 1006.0, 3957.0, 401663,
7, 257.0, 19024.0, 2332800, 1.0, 18196.0, 3200, 511.0, 19179.0, 9477, -5269.0, 18693.0, 2298368, -332.0, -1.0, 3200, 19434.0, 19471.0, 9477,
8, 257.0, 1167.0, 100352, 129.0, 256.0, 32768, 511.0, 1549.0, 200704, -5269.0, 752.0, 100352, -3315.0, -1.0, 32768, 854.0, 1685.0, 200959,
9, 257.0, 33295.0, 3686400, 1.0, 32464.0, 6400, 511.0, 33294.0, 14400, -5269.0, 33012.0, 3686400, -663.0, -1.0, 6400, 33549.0, 33605.0, 14400,
10, 257.0, 1295.0, 200704, 1.0, 256.0, 65536, 511.0, 1549.0, 200704, -5269.0, 1031.0, 200704, -5525.0, 216.0, 65536, 854.0, 1685.0, 200959,
11, 257.0, 23106.0, 1081600, 1.0, 22696.0, 6400, 511.0, 23119.0, 4225, -5269.0, 21985.0, 1048576, -663.0, -1.0, 6400, 23374.0, 23390.0, 4225,
12, 257.0, 1669.0, 100352, 1.0, 1218.0, 131072, 511.0, 1923.0, 100352, -5083.0, -1.0, 50176, -5525.0, 1138.0, 131072, 1573.0, 2099.0, 100607,
13, 257.0, 43045.0, 1280000, 1.0, 42690.0, 12800, 511.0, 43044.0, 5000, -5269.0, 41130.0, 825999, -1326.0, -1.0, 12800, 43299.0, 43318.0, 5000,
14, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5269.0, 3316.0, 200704, -5525.0, 2982.0, 262144, 1573.0, 3983.0, 200959,
15, 257.0, 43045.0, 1280000, 1.0, 42690.0, 12800, 511.0, 43044.0, 5000, -5269.0, 41130.0, 825999, -1326.0, -1.0, 12800, 43299.0, 43318.0, 5000,
16, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5269.0, 3316.0, 200704, -5525.0, 2982.0, 262144, 1573.0, 3983.0, 200959,
17, 257.0, 43045.0, 1280000, 1.0, 42690.0, 12800, 511.0, 43044.0, 5000, -5269.0, 41130.0, 825999, -1326.0, -1.0, 12800, 43299.0, 43318.0, 5000,
18, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5269.0, 3316.0, 200704, -5525.0, 2982.0, 262144, 1573.0, 3983.0, 200959,
19, 257.0, 43045.0, 1280000, 1.0, 42690.0, 12800, 511.0, 43044.0, 5000, -5269.0, 41130.0, 825999, -1326.0, -1.0, 12800, 43299.0, 43318.0, 5000,
20, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5269.0, 3316.0, 200704, -5525.0, 2982.0, 262144, 1573.0, 3983.0, 200959,
21, 257.0, 43045.0, 1280000, 1.0, 42690.0, 12800, 511.0, 43044.0, 5000, -5269.0, 41130.0, 825999, -1326.0, -1.0, 12800, 43299.0, 43318.0, 5000,
22, 257.0, 3593.0, 200704, 1.0, 3142.0, 262144, 511.0, 3847.0, 200704, -5269.0, 3316.0, 200704, -5525.0, 2982.0, 262144, 1573.0, 3983.0, 200959,
23, 257.0, 39838.0, 460800, 1.0, 39554.0, 12800, 511.0, 39844.0, 1800, -5269.0, 33387.0, 254379, -1326.0, -1.0, 12800, 40099.0, 40106.0, 1800,
24, 257.0, 6265.0, 100352, 1.0, 5961.0, 524288, 511.0, 6519.0, 100352, -2542.0, -1.0, 25088, -5525.0, 5856.0, 524288, 3899.0, 6695.0, 100607,
25, 257.0, 76745.0, 102400, 1.0, 76486.0, 25600, 511.0, 76744.0, 400, -5083.0, -1.0, 50176, -2652.0, -1.0, 25600, 76999.0, 77000.0, 400,
26, 257.0, 12785.0, 200704, 1.0, 12481.0, 1048576, 511.0, 13039.0, 200704, -5083.0, -1.0, 50176, -5525.0, 12270.0, 1048576, 3899.0, 13175.0, 200959,
